archivo,metodo,n_sensores,frecuencia,variables,rmse_T,rmse_p,rmse_tau,rmse_u,rmse_v,rmse_vel,rmse_total,tiempo
4dvar_25_obs_10_freq_300_var_p.pkl,4dvar,10,300,p,0.09938864414182584,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1251148001808004,28.34795117378235
nudging_25_obs_10_freq_300_var_pt.pkl,nudging,10,300,pt,0.09984088013946497,0.04250538656373263,0.12295702017847357,0.1326309403147981,0.2529432394812938,0.23509886186710818,0.12510053718719483,0.004951953887939453
nudging_25_obs_5_freq_70_var_s.pkl,nudging,5,70,s,0.09731488045619946,0.04160905355853481,0.1229969402903321,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12459635983888591,0.0008540153503417969
4dvar_25_obs_5_freq_150_var_pst.pkl,4dvar,5,150,pst,0.09917217566003465,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12506068306035262,28.70330286026001
nudging_25_obs_10_freq_70_var_s.pkl,nudging,10,70,s,0.09731488045619946,0.04160905355853481,0.12299693887052641,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12459635948393448,0.0009129047393798828
kf_25_obs_10_freq_300_var_s.pkl,kf,10,300,s,0.09731488045619946,0.04160905355853481,0.12299690782474076,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12459635172248808,0.009277582168579102
enkf_25_obs_10_freq_70_var_s.pkl,enkf,10,70,s,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.006547689437866211
enkf_25_obs_5_freq_150_var_s.pkl,enkf,5,150,s,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.010912895202636719
nudging_25_obs_20_freq_300_var_st.pkl,nudging,20,300,st,0.10982528170114389,0.04160905355853481,0.12299694694809517,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12772396181456278,0.006596088409423828
enkf_25_obs_10_freq_150_var_t.pkl,enkf,10,150,t,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.014905691146850586
kf_25_obs_5_freq_70_var_pst.pkl,kf,5,70,pst,0.09936448780803218,0.04235394988319219,0.1229750099178523,0.1323974278921708,0.4136944281583038,0.22620530716005638,0.12272468869228327,0.004985809326171875
nudging_25_obs_20_freq_70_var_st.pkl,nudging,20,70,st,0.10882346588854146,0.04160905355853481,0.12299693620378054,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1274735051753335,0.0019288063049316406
kf_25_obs_5_freq_150_var_st.pkl,kf,5,150,st,0.1014736230047703,0.04160905355853481,0.1229969359520183,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12563604439145015,0.007166147232055664
4dvar_25_obs_20_freq_300_var_s.pkl,4dvar,20,300,s,0.11376765056657975,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1287095517869889,27.207104921340942
enkf_25_obs_5_freq_300_var_st.pkl,enkf,5,300,st,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.029477834701538086
4dvar_25_obs_5_freq_300_var_s.pkl,4dvar,5,300,s,0.10198214088572723,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12576317436677575,29.2228581905365
kf_25_obs_20_freq_300_var_p.pkl,kf,20,300,p,0.1067448068985455,0.04870617360650836,0.12352234706982036,0.12972145548630679,0.524231080315282,0.3339403316004116,0.15322841479382143,0.04149150848388672
nudging_25_obs_5_freq_150_var_s.pkl,nudging,5,150,s,0.09731488045619946,0.04160905355853481,0.12299693775614372,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1245963592053388,0.0018231868743896484
4dvar_25_obs_5_freq_70_var_p.pkl,4dvar,5,70,p,0.10291451212988308,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12599626717781473,28.43411660194397
kf_25_obs_20_freq_70_var_pst.pkl,kf,20,70,pst,0.12636647354026115,0.04552035195446269,0.12312172599563752,0.13062393296586797,0.45069814483620013,0.2211445702021411,0.12903828042312562,0.08824872970581055
enkf_25_obs_20_freq_70_var_t.pkl,enkf,20,70,t,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.012127876281738281
4dvar_25_obs_10_freq_300_var_s.pkl,4dvar,10,300,s,0.09938864414182584,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1251148001808004,27.42140555381775
kf_25_obs_20_freq_150_var_st.pkl,kf,20,150,st,0.12743379432917057,0.04160905355853481,0.12299698241238659,0.133824257937718,0.07025582648623095,0.23646456505047725,0.13212609883764231,0.22197937965393066
nudging_25_obs_5_freq_70_var_p.pkl,nudging,5,70,p,0.09727777997043159,0.041688717067087974,0.12299348834432033,0.13366660952504694,0.07014837318990422,0.2363579147030858,0.12457947502123143,0.0008957386016845703
kf_25_obs_10_freq_300_var_p.pkl,kf,10,300,p,0.09967325651653629,0.04613462280661038,0.12297200861144139,0.12755493844542198,0.5418745608402931,0.33264349252319614,0.15035584511444605,0.011528730392456055
